x,y,z,qw,qx,qy,qz
3.043014745075122394e-03,1.585270539028738046e-02,6.591650805159803284e-01,1.738215675873687194e-01,1.920848954971061673e-01,6.766480122094892247e-01,-6.892292239424291367e-01
3.043014745075127165e-03,1.585270539028738046e-02,6.591650805159804394e-01,1.738215675873686639e-01,1.920848954971061673e-01,6.766480122094890026e-01,-6.892292239424289146e-01
3.043014745075131502e-03,1.585270539028738046e-02,6.591650805159804394e-01,1.738215675873686361e-01,1.920848954971065004e-01,6.766480122094891136e-01,-6.892292239424290257e-01
3.043014745075125430e-03,1.585270539028738046e-02,6.591650805159804394e-01,1.738215675873686361e-01,1.920848954971061673e-01,6.766480122094888916e-01,-6.892292239424286926e-01
1.898111664125985178e-03,1.780228681570402913e-02,6.974888836179475859e-01,1.862945178402066471e-01,1.871670374262272563e-01,6.515498501656621366e-01,-7.111579609853758699e-01
1.898111664125983877e-03,1.780228681570402219e-02,6.974888836179475859e-01,1.862945178402065360e-01,1.871670374262277559e-01,6.515498501656621366e-01,-7.111579609853759809e-01
1.898111664125984527e-03,1.780228681570401178e-02,6.974888836179475859e-01,1.862945178402065638e-01,1.871670374262276448e-01,6.515498501656621366e-01,-7.111579609853756478e-01
1.898111664125987129e-03,1.780228681570400484e-02,6.974888836179475859e-01,1.862945178402065916e-01,1.871670374262276448e-01,6.515498501656622476e-01,-7.111579609853757589e-01
1.898111664125988213e-03,1.780228681570400484e-02,6.974888836179475859e-01,1.862945178402067026e-01,1.871670374262273118e-01,6.515498501656620256e-01,-7.111579609853756478e-01
1.898111664125992550e-03,1.780228681570400484e-02,6.974888836179475859e-01,1.862945178402068969e-01,1.871670374262270897e-01,6.515498501656621366e-01,-7.111579609853756478e-01
-9.885763044204666072e-04,2.101222213669356673e-02,7.128836429743095060e-01,2.077456433430788785e-01,1.814662774797150269e-01,6.235144508779021377e-01,-7.315336406181560669e-01
-9.885763044204670408e-04,2.101222213669357020e-02,7.128836429743092840e-01,2.077456433430789895e-01,1.814662774797148881e-01,6.235144508779021377e-01,-7.315336406181560669e-01
-9.885763044204689924e-04,2.101222213669357367e-02,7.128836429743090619e-01,2.077456433430791283e-01,1.814662774797148881e-01,6.235144508779023598e-01,-7.315336406181559559e-01
-9.885763044204676914e-04,2.101222213669357020e-02,7.128836429743089509e-01,2.077456433430792948e-01,1.814662774797144440e-01,6.235144508779021377e-01,-7.315336406181556228e-01
-9.885763044204724619e-04,2.101222213669357020e-02,7.128836429743088399e-01,2.077456433430795169e-01,1.814662774797142220e-01,6.235144508779021377e-01,-7.315336406181555118e-01
-9.885763044204752808e-04,2.101222213669357020e-02,7.128836429743085068e-01,2.077456433430796001e-01,1.814662774797145550e-01,6.235144508779023598e-01,-7.315336406181560669e-01
-3.938693334129211333e-03,2.519390713413343849e-02,6.981806614494302510e-01,2.120130057968368509e-01,1.810640875606903677e-01,6.154216481842327280e-01,-7.372397686743489276e-01
-3.938693334129212201e-03,2.519390713413345584e-02,6.981806614494302510e-01,2.120130057968367676e-01,1.810640875606907008e-01,6.154216481842329500e-01,-7.372397686743490386e-01
-3.938693334129210466e-03,2.519390713413346278e-02,6.981806614494302510e-01,2.120130057968367954e-01,1.810640875606902567e-01,6.154216481842327280e-01,-7.372397686743487055e-01
-3.938693334129210466e-03,2.519390713413346972e-02,6.981806614494302510e-01,2.120130057968369064e-01,1.810640875606899236e-01,6.154216481842328390e-01,-7.372397686743487055e-01
-3.938693334129210466e-03,2.519390713413346972e-02,6.981806614494302510e-01,2.120130057968368509e-01,1.810640875606902567e-01,6.154216481842330611e-01,-7.372397686743489276e-01
