x_error,y_error,z_error,rx_error,ry_error,rz_error
-4.501482289483492091e-03,-1.166613847842293446e-02,1.256476559906314350e-01,5.304997232541245472e-03,-5.470580234133652631e-03,1.253213955602456306e-03
-4.637658106298112037e-03,-1.178778631062184050e-02,1.259407869210437125e-01,5.360400231381692859e-03,-5.534670909089967582e-03,1.248045000512507932e-03
-4.681821264236121771e-03,-1.187894080045971343e-02,1.247921657415812513e-01,5.401041611521831959e-03,-5.556714158245014239e-03,1.244113797182754303e-03
-4.747194642674684023e-03,-1.196242050573383640e-02,1.192014865382723388e-01,5.437580743713940276e-03,-5.585490004250116998e-03,1.244993542943148351e-03
-4.789399762785526322e-03,-1.200843122167409051e-02,1.134104544288195848e-01,5.457639082850762081e-03,-5.604589813691165760e-03,1.241666246759263407e-03
-4.733034703808616100e-03,-1.199591501361607290e-02,1.079992406658133453e-01,5.453132530636822968e-03,-5.576348439155026648e-03,1.238845710030455358e-03
-4.693669974409902731e-03,-1.198915418417074649e-02,1.048304786606993888e-01,5.450411376555473059e-03,-5.556324861850522878e-03,1.236697679986581292e-03
-4.635415713835792928e-03,-1.213886627746665371e-02,1.009877458410650686e-01,5.521272390434450207e-03,-5.524903808232240095e-03,1.238966413817958398e-03
-4.551023732540964047e-03,-1.217062404354428071e-02,9.928286655329754407e-02,5.535197997409816578e-03,-5.482015868922347941e-03,1.239156731255659913e-03
-4.505466513816793438e-03,-1.213216055621506827e-02,9.677873562751082570e-02,5.515024892334924149e-03,-5.457175305113975625e-03,1.234209594617393952e-03
-4.433751152932188279e-03,-1.211908442107653867e-02,9.583293790163072146e-02,5.506888558040020157e-03,-5.418918677167055935e-03,1.230912635885687660e-03
-4.357140491245310721e-03,-1.214956544356335377e-02,9.541019006353168574e-02,5.520942102315475573e-03,-5.376244540639440843e-03,1.228984055695753804e-03
-4.329109156421461976e-03,-1.220396316737781817e-02,9.719720872895809549e-02,5.538413923149661591e-03,-5.355593255722340511e-03,1.237703867764395867e-03
-4.305893936687548579e-03,-1.218707022157730288e-02,9.807364942388452356e-02,5.527443168114964597e-03,-5.342169055159412538e-03,1.239180588729543297e-03
-4.192562413596801277e-03,-1.222237631123035233e-02,1.006137808074100137e-01,5.538428391528293047e-03,-5.285293483927542071e-03,1.246416103731732379e-03
-4.175119764778525804e-03,-1.224713396256241899e-02,1.060395361079452536e-01,5.545456432498263588e-03,-5.265138679013555388e-03,1.246675346351745284e-03
-4.124637064082069086e-03,-1.217871878877059902e-02,1.084096370863398828e-01,5.506518702853912400e-03,-5.230103107141483021e-03,1.262986040094432995e-03
-4.120953023709975072e-03,-1.221041380499879314e-02,1.123720203354231506e-01,5.509468104923161309e-03,-5.216586086507599314e-03,1.284965928636558818e-03
-4.129769221726895673e-03,-1.215264953469325469e-02,1.171680308243684410e-01,5.481087669652498322e-03,-5.207014150215143536e-03,1.292759873756408901e-03
-4.189921362069647798e-03,-1.213748338706942091e-02,1.205257338046566984e-01,5.469778352818388881e-03,-5.218426643561877368e-03,1.300327009398952313e-03
-4.161438294968419424e-03,-1.211938600705432696e-02,1.247543791055687468e-01,5.459040499893261407e-03,-5.192065550979483440e-03,1.318653924149313424e-03
-4.093176414105408403e-03,-1.217950958936862317e-02,1.306505114499052489e-01,5.474946217563191053e-03,-5.152336932491092571e-03,1.336475253017360264e-03
-4.085612942248750996e-03,-1.226014318438092138e-02,1.343788474349557616e-01,5.498542510762388473e-03,-5.136349644366957484e-03,1.343516965577018626e-03
-4.009134534905869733e-03,-1.235598547583185644e-02,1.386535106275633700e-01,5.526584195047055080e-03,-5.093604887701495484e-03,1.362920543091286022e-03
-4.003809540177009560e-03,-1.242215435486445155e-02,1.423293525339379695e-01,5.549309192633124395e-03,-5.077795064468796152e-03,1.362257045546231681e-03
-4.052976174395517793e-03,-1.245259274771023938e-02,1.437067857057128251e-01,5.558269988160880609e-03,-5.095099125055334646e-03,1.364336055036080141e-03
-4.084679635404154553e-03,-1.247671969430297692e-02,1.477325490973139255e-01,5.567739360600769231e-03,-5.106284547936030746e-03,1.367400914146973782e-03
-4.185782734140417599e-03,-1.239791839890070496e-02,1.519861860676948728e-01,5.540232526470800951e-03,-5.148066960399102880e-03,1.358462955069583483e-03
-4.188004117454270647e-03,-1.247612039625332209e-02,1.576165297470387694e-01,5.580652928302841896e-03,-5.156893240722931239e-03,1.359894284423485145e-03
-4.265057465037464315e-03,-1.255302648603294491e-02,1.619913585868359984e-01,5.626220718991509044e-03,-5.198952429732999793e-03,1.345145391450360906e-03
