x_error,y_error,z_error,rx_error,ry_error,rz_error
3.214773115695704515e-03,-1.637334041104981236e-03,8.592088171318501555e-02,-1.791350356168222926e-02,4.409395047362888592e-02,-1.997777713480139439e-02
2.802487559737597625e-03,-3.847830949809238205e-03,5.103860709983054633e-02,-1.113115103175586155e-03,7.789056628312530928e-02,-2.929721679765699693e-02
2.802487559737595890e-03,-3.847830949809238205e-03,5.246263358908831442e-02,-1.113115103175586372e-03,7.789056628312548969e-02,-2.929721679765633774e-02
2.802487559737596758e-03,-3.847830949809238205e-03,5.162763450461571590e-02,-1.113115103175363893e-03,7.789056628312497621e-02,-2.929721679765677489e-02
2.802487559737595023e-03,-3.847830949809238205e-03,4.873262260276023383e-02,-1.113115103175363893e-03,7.789056628312497621e-02,-2.929721679765655284e-02
2.802487559737595023e-03,-3.847830949809238205e-03,4.385961387473291673e-02,-1.113115103175475133e-03,7.789056628312486519e-02,-2.929721679765638978e-02
2.802487559737589819e-03,-3.847830949809234735e-03,3.611463401633441261e-02,-1.113115103175586155e-03,7.789056628312486519e-02,-2.929721679765616774e-02
2.765600409557726711e-03,-3.211724274553448555e-03,3.913911810580317230e-02,6.800815525015795580e-03,7.387949005628800803e-02,-2.332136016325997083e-02
2.765600409557727579e-03,-3.211724274553452024e-03,2.873811712924068118e-02,6.800815525015682823e-03,7.387949005628777210e-02,-2.332136016326041145e-02
2.765600409557729313e-03,-3.211724274553465902e-03,1.530111303988512805e-02,6.800815525016015890e-03,7.387949005628738353e-02,-2.332136016326112962e-02
2.765600409557731915e-03,-3.211724274553469372e-03,2.031116396818744008e-03,6.800815525015795580e-03,7.387949005628773047e-02,-2.332136016326047043e-02
2.765600409557736252e-03,-3.211724274553469372e-03,-1.226186761197045616e-02,6.800815525015684558e-03,7.387949005628800803e-02,-2.332136016325980429e-02
2.765600409557733650e-03,-3.211724274553472841e-03,-2.927488335904071537e-02,6.800815525015460779e-03,7.387949005628799415e-02,-2.332136016325963082e-02
1.777145350706051379e-03,-2.277702024120815960e-03,-3.694490785566606483e-03,-7.614617615106698822e-02,7.993101166158050885e-02,-1.731441872194990073e-02
1.777145350706053331e-03,-2.277702024120815960e-03,-1.962947308537110747e-02,-7.614617615106655801e-02,7.993101166158041171e-02,-1.731441872194962664e-02
1.777145350706056150e-03,-2.277702024120819430e-03,-3.754046856876946947e-02,-7.614617615106666904e-02,7.993101166158030069e-02,-1.731441872194990420e-02
1.777145350706054415e-03,-2.277702024120819430e-03,-5.315844952580073279e-02,-7.614617615106654414e-02,7.993101166158012028e-02,-1.731441872195023726e-02
1.777145350706054415e-03,-2.277702024120819430e-03,-6.822749554630835878e-02,-7.614617615106654414e-02,7.993101166158061988e-02,-1.731441872194940113e-02
1.777145350706054415e-03,-2.277702024120819430e-03,-8.421748578068333213e-02,-7.614617615106643311e-02,7.993101166158056436e-02,-1.731441872194934561e-02
-8.141981855996497167e-04,8.425929483894360750e-04,-7.563441568125761627e-02,-1.338668629122408138e-01,7.075321341069816528e-02,-8.677732331854710879e-03
-8.141981855996486325e-04,8.425929483894534222e-04,-8.746440225352314357e-02,-1.338668629122410358e-01,7.075321341069816528e-02,-8.677732331853987499e-03
-8.141981855996489577e-04,8.425929483894638305e-04,-9.901545816172629966e-02,-1.338668629122409248e-01,7.075321341069777670e-02,-8.677732331854932923e-03
-8.141981855996515598e-04,8.425929483894742389e-04,-1.075364237378980681e-01,-1.338668629122410636e-01,7.075321341069767955e-02,-8.677732331854546080e-03
-8.141981855996460304e-04,8.425929483894742389e-04,-1.142653971265700230e-01,-1.338668629122411746e-01,7.075321341069729097e-02,-8.677732331854934658e-03
-8.141981855996432114e-04,8.425929483894707694e-04,-1.195604258130934516e-01,-1.338668629122416187e-01,7.075321341069734649e-02,-8.677732331854879147e-03
-3.941899626125259723e-03,5.124718713769207262e-03,-1.345936641740249629e-01,-1.709180309277915366e-01,4.525512642981227573e-02,-8.592561902559504861e-03
-3.941899626125256254e-03,5.124718713769186446e-03,-1.351626644181654902e-01,-1.709180309277911758e-01,4.525512642981243533e-02,-8.592561902558835257e-03
-3.941899626125259723e-03,5.124718713769176037e-03,-1.333676204728529990e-01,-1.709180309277910925e-01,4.525512642981255329e-02,-8.592561902558115347e-03
-3.941899626125260590e-03,5.124718713769176037e-03,-1.296356258439468334e-01,-1.709180309277912035e-01,4.525512642981277533e-02,-8.592561902557726769e-03
-3.941899626125266662e-03,5.124718713769169098e-03,-1.239556179093764809e-01,-1.709180309277913978e-01,4.525512642981293493e-02,-8.592561902557612277e-03
-3.941899626125267529e-03,5.124718713769169098e-03,-1.153536281632827620e-01,-1.709180309277913978e-01,4.525512642981293493e-02,-8.592561902557780545e-03
-2.929074926840132247e-03,4.182531978432060815e-03,-9.803048658733048981e-02,-1.656654811213308098e-01,7.608088607319729579e-02,-1.783742343408559541e-02
-2.929074926840137018e-03,4.182531978432043468e-03,-8.699449110393187024e-02,-1.656654811213304490e-01,7.608088607319733743e-02,-1.783742343408603603e-02
-2.929074926840135283e-03,4.182531978432039999e-03,-7.293954420451764786e-02,-1.656654811213306988e-01,7.608088607319740682e-02,-1.783742343408592848e-02
-2.929074926840137018e-03,4.182531978432039999e-03,-5.921250868205663043e-02,-1.656654811213308931e-01,7.608088607319755947e-02,-1.783742343408581399e-02
-2.929074926840137018e-03,4.182531978432033060e-03,-4.455850172404873799e-02,-1.656654811213310041e-01,7.608088607319767049e-02,-1.783742343408564746e-02
-2.929074926840137018e-03,4.182531978432033060e-03,-2.726251173381444293e-02,-1.656654811213316980e-01,7.608088607319818397e-02,-1.783742343408537337e-02
