x,y,z,qw,qx,qy,qz
1.318269717256938690e-03,2.141206793534340333e-02,6.440582593273603829e-01,1.959494492983827330e-01,1.887458328190411150e-01,6.563390884799118474e-01,-7.037029379265558049e-01
3.215992530469823866e-03,1.836461020677343861e-02,6.639847309824290500e-01,1.928277074867800478e-01,2.024837896938718462e-01,6.706892952846918998e-01,-6.870179468741147710e-01
3.244388361839141074e-03,1.836801191668549493e-02,6.554488342221556074e-01,1.928196317447023189e-01,2.024749766485925973e-01,6.706893868529899549e-01,-6.870227214639627045e-01
3.205251038656859938e-03,1.834421816586632309e-02,6.476688823565278641e-01,1.928238519318695166e-01,2.024762988411645814e-01,6.706883266892914586e-01,-6.870221823030591146e-01
3.243128534763033838e-03,1.824609488148519823e-02,6.417446400799957651e-01,1.928175208809522201e-01,2.024664286789009671e-01,6.707020819126870981e-01,-6.870134396191407422e-01
3.216927364956036813e-03,1.822171054583920230e-02,6.366749037593609772e-01,1.928154845130061468e-01,2.024715079705868837e-01,6.707030579287166505e-01,-6.870115613853959857e-01
3.183936318972765359e-03,1.822444377142312319e-02,6.330532800629241619e-01,1.928191683924514455e-01,2.024759197633591024e-01,6.707004035119996654e-01,-6.870118186357975221e-01
2.795931933953024490e-03,1.613313528280039058e-02,6.307924537269949949e-01,1.763971814055773912e-01,1.959127632092136639e-01,6.785968493645112565e-01,-6.855716881818102459e-01
2.833114399719783173e-03,1.607712624599147086e-02,6.347991622788400345e-01,1.763867089179554370e-01,1.959107595319831141e-01,6.786080489244504799e-01,-6.855638694911251330e-01
2.699636452087353280e-03,1.598137489637529648e-02,6.412443997406638285e-01,1.764099946001436992e-01,1.959348919350795137e-01,6.786183796341467289e-01,-6.855407549885645935e-01
2.625349016512288844e-03,1.592379097833457324e-02,6.482913029476921052e-01,1.764188598616780179e-01,1.959522812780245538e-01,6.786266186603703288e-01,-6.855253473013496190e-01
2.538821728558860943e-03,1.573879877167799410e-02,6.576619265642963397e-01,1.764305622393239070e-01,1.959746657793629554e-01,6.786559839772013936e-01,-6.854868652954044794e-01
2.517890279595452318e-03,1.563917562559079613e-02,6.671552733507677413e-01,1.764316065023392721e-01,1.959773302454190791e-01,6.786748560980568890e-01,-6.854671501663396338e-01
2.727054577581968821e-03,1.670397028330306011e-02,6.531008917258465107e-01,1.789497286395089204e-01,1.961245862478693258e-01,6.815593293235678862e-01,-6.819010352690166865e-01
2.659473649889151914e-03,1.652656449759532312e-02,6.655934653150641367e-01,1.789573316476538445e-01,1.961452032192861905e-01,6.815839012199523816e-01,-6.818685491364204765e-01
2.569252583795330388e-03,1.630592941542607921e-02,6.802293399916581329e-01,1.789679073845203694e-01,1.961714700827627000e-01,6.816165738858485090e-01,-6.818255558836814334e-01
2.495174211280958617e-03,1.606779730109783241e-02,6.954237773370562925e-01,1.789696538445019192e-01,1.961968758405389091e-01,6.816540062196428940e-01,-6.817803639867476839e-01
2.434615538953002669e-03,1.596089231675203515e-02,7.096354889594282955e-01,1.789777820001900721e-01,1.962090679420760431e-01,6.816708438534817560e-01,-6.817578865313376202e-01
2.395508779256355809e-03,1.587076584579475563e-02,7.230760557076908457e-01,1.789826293024127102e-01,1.962175001045628475e-01,6.816844858341606361e-01,-6.817405465671870779e-01
1.727778468718982590e-03,1.760760948052894972e-02,7.000736549954439392e-01,1.875863546640491042e-01,1.830856158369382480e-01,6.543459533017096375e-01,-7.093112082965695731e-01
1.642227630769581975e-03,1.741479004992867521e-02,7.154978085834189372e-01,1.875904471823535702e-01,1.831143382688754651e-01,6.543742312149954943e-01,-7.092766235877653314e-01
1.577484969395647613e-03,1.716339719334963182e-02,7.333541681225002051e-01,1.875942569416938766e-01,1.831440778151767201e-01,6.544140694332092334e-01,-7.092311804000080988e-01
1.482913029458010016e-03,1.710057852837746500e-02,7.470931758928358590e-01,1.876036575752074165e-01,1.831703878374200123e-01,6.544216649604335245e-01,-7.092148906462039104e-01
1.423770667979491148e-03,1.701449812746403181e-02,7.603748848745270905e-01,1.876108062913524333e-01,1.831879893637309298e-01,6.544348821110494985e-01,-7.091962570345944350e-01
1.322521347398281913e-03,1.671257111116586716e-02,7.760864626065533400e-01,1.876144106889509333e-01,1.832245138805338458e-01,6.544842331081699438e-01,-7.091403239330633657e-01
-8.725980445519945089e-04,2.070287372685726546e-02,7.233726712715211615e-01,1.994477511023443339e-01,1.768792112291691365e-01,6.339711459409649308e-01,-7.259579363361654547e-01
-8.910544666666095001e-04,2.057960637735796808e-02,7.346056108335977664e-01,1.994410002479777566e-01,1.768932576969938220e-01,6.339941791146105343e-01,-7.259362531587897349e-01
-1.040412197736927200e-03,2.040791502075858452e-02,7.458708277198855541e-01,1.994536143954772356e-01,1.769359133927047578e-01,6.340189388628899581e-01,-7.259007669231688498e-01
-1.134652095121414751e-03,2.032284411815988082e-02,7.548317860924756983e-01,1.994610857087009692e-01,1.769621968069506890e-01,6.340301884934639309e-01,-7.258824810312661802e-01
-1.297947447047911960e-03,2.026856548583088127e-02,7.611957229670900382e-01,1.994822576688010940e-01,1.769975482515847576e-01,6.340316429525274522e-01,-7.258667732602209766e-01
-1.358652018436263924e-03,2.029689120583073533e-02,7.632852563086973685e-01,1.994911186803600411e-01,1.770085865107023926e-01,6.340228397813147954e-01,-7.258693356967070853e-01
-4.023612892585179575e-03,2.505624084889401110e-02,7.043480727621119764e-01,2.117838436311215711e-01,1.812954562348707555e-01,6.180938528639665641e-01,-7.350098980130785886e-01
-4.071830940414425393e-03,2.503888569176257115e-02,6.995472143943749499e-01,2.117882869179875949e-01,1.813086960569113559e-01,6.180942826883502050e-01,-7.350049904364326370e-01
-4.072092861834327240e-03,2.504090176433364928e-02,6.923149636462923029e-01,2.117869808734274550e-01,1.813088893465496509e-01,6.180948384927184014e-01,-7.350048516881370064e-01
-4.107213786732026931e-03,2.503377558996836005e-02,6.840810796555301110e-01,2.117885891792196107e-01,1.813163304604993309e-01,6.180955936489402891e-01,-7.350019176257832632e-01
-4.038840899425270511e-03,2.496178593550869504e-02,6.754807642429679904e-01,2.117742906968053396e-01,1.813045113064536418e-01,6.181141386716736408e-01,-7.349933574896903021e-01
-3.971657878866173379e-03,2.498316670387998317e-02,6.656582955568869364e-01,2.117642082134323922e-01,1.812855337617440554e-01,6.181146147400713442e-01,-7.350005431380244314e-01
-2.921663852653320903e-03,2.416780113332632138e-02,7.003576825644466375e-01,1.976635824594222546e-01,1.745074526324268127e-01,6.219666943344457355e-01,-7.373151892398057683e-01
-2.868897903003697018e-03,2.423349030547117255e-02,6.879259213824610031e-01,1.976562687195783652e-01,1.744901796861274557e-01,6.219565168139964406e-01,-7.373298229568352458e-01
-2.791433558308605793e-03,2.419133916884540908e-02,6.765686615972307250e-01,1.976378949415891206e-01,1.744768812499601918e-01,6.219682463644293779e-01,-7.373280008969558263e-01
-2.776148441275977981e-03,2.411829094619780123e-02,6.638656532993277848e-01,1.976313269649528637e-01,1.744712841496697253e-01,6.219825444618047872e-01,-7.373190245708134416e-01
-2.754380604760517989e-03,2.412000575392689306e-02,6.504145837425643339e-01,1.976266519643811170e-01,1.744626323058569017e-01,6.219831025306270522e-01,-7.373218540967280132e-01
-2.696016839887510098e-03,2.404337293233385631e-02,6.369814034486083187e-01,1.976137821167737452e-01,1.744502924813549072e-01,6.219995199826852117e-01,-7.373143737321163904e-01
1.507788258065736239e-03,2.024776922379802058e-02,6.972550085129621822e-01,1.902527328841045196e-01,1.899148222273638054e-01,6.533494087219197111e-01,-7.077222675959804477e-01
1.572760209377104500e-03,2.026593220719049085e-02,6.846060051739090158e-01,1.902438019515277079e-01,1.898947305336563529e-01,6.533495565855557130e-01,-7.077299230949863906e-01
1.610153584051195663e-03,2.018393508014844004e-02,6.727124380657932834e-01,1.902376322140763021e-01,1.898802190197368400e-01,6.533626451590659467e-01,-7.077233920292216318e-01
